TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,CustomerAge_bin,TransactionAmount_bin,Target
19.39,1,7,0,43.0,0,45.0,1.0,9847.6,0,0,1
557.41,0,42,2,80.0,2,49.0,1.0,2968.75,2,0,3
57.07,0,4,2,31.0,0,99.0,1.0,9323.71,1,0,1
395.27,0,24,2,18.0,3,167.0,1.0,1764.08,3,0,0
289.05,1,27,0,75.0,2,116.00000000000001,1.0,5683.49,2,0,0
46.11,1,37,2,33.0,0,233.0,1.0,5225.73,1,0,3
335.5,1,34,0,63.0,2,47.0,1.0,6445.4,2,0,3
388.07,1,39,2,24.0,3,68.00000000000001,1.0,289.71,1,0,3
520.86,0,34,2,51.0,1,66.0,1.0,9200.74,0,0,3
787.41,1,22,2,25.0,3,39.0,1.0,300.87,1,1,2
31.699999999999996,0,33,0,48.0,0,121.0,1.0,743.8999999999999,0,0,0
22.3,1,30,0,21.0,3,90.0,1.0,1200.35,1,0,0
203.12,1,38,0,56.0,2,181.0,1.0,1562.39,2,0,3
315.94,0,33,1,49.0,0,172.0,1.0,7719.709999999999,0,0,0
0.26,1,28,2,20.0,3,173.0,1.0,1833.67,1,2,0
210.77,1,23,0,71.0,2,161.0,1.0,5396.65,2,0,0
406.65,1,23,0,57.0,0,107.0,1.0,12995.7,2,0,0
422.9,1,40,0,40.0,1,111.0,1.0,7616.43,0,0,3
20.62,0,30,0,35.0,0,225.0,1.0,12500.8,1,0,0
174.39,1,37,0,19.0,3,36.0,1.0,1127.08,1,0,3
7.859999999999999,0,34,1,76.0,2,91.0,1.0,3621.98,2,0,3
54.85,0,37,1,58.0,2,40.0,1.0,2727.45,2,0,3
16.55,1,40,1,26.0,1,159.0,1.0,6089.79,1,0,3
91.32,1,25,1,58.0,1,77.0,1.0,2618.1,2,0,0
49.62,1,32,0,55.0,1,111.0,1.0,3841.4199999999996,0,0,0
487.16,0,20,1,28.0,3,84.00000000000001,1.0,321.21,1,0,2
405.6,1,40,2,37.0,1,44.0,1.0,9754.73,0,0,3
512.95,1,8,1,57.0,1,143.0,1.0,9584.52,2,0,1
345.94,1,32,0,31.0,0,163.0,1.0,7624.56,1,0,0
356.56,1,27,2,47.0,1,52.00000000000001,1.0,2485.73,0,0,0
10.31,1,21,2,36.0,1,280.0,1.0,2137.9,1,0,2
211.69,1,1,1,30.0,0,111.0,1.0,6412.85,1,0,1
221.49,0,28,1,23.0,3,196.0,1.0,707.25,1,0,0
278.23,1,14,2,48.0,1,83.0,1.0,8300.54,0,0,2
116.88,1,22,0,45.0,0,263.0,1.0,7717.339999999999,0,0,2
328.77,0,36,2,39.0,0,247.0,1.0,6967.03,0,0,3
77.53,1,21,1,54.0,2,55.0,1.0,5158.6,0,0,2
421.74,1,38,2,67.0,0,103.0,1.0,12031.14,2,0,3
313.69,1,28,1,73.0,2,151.99999999999997,1.0,7093.68,2,0,0
411.72,1,42,1,29.0,0,153.0,1.0,8539.86,1,0,3
508.73,1,6,1,59.0,2,89.0,1.0,7640.57,2,0,1
153.08,1,29,0,24.0,3,201.0,1.0,1292.21,1,0,0
23.01,1,19,1,63.0,2,166.0,1.0,5958.75,2,0,2
69.28,1,20,2,25.0,3,129.0,1.0,708.7399999999999,1,0,2
51.25,0,2,1,28.0,3,66.0,1.0,1744.4,1,0,1
407.65,1,10,0,25.0,3,263.0,1.0,273.78,1,0,1
459.25,1,40,1,25.0,3,59.00000000000001,1.0,130.76,1,0,3
301.56,1,39,1,49.0,0,118.0,1.0,10389.6,0,0,3
17.67,1,36,2,63.0,0,91.0,1.0,1048.18,2,0,3
5.29,0,37,2,32.0,0,132.0,1.0,12896.68,1,0,3
401.37,1,20,1,43.0,1,251.0,1.0,8208.54,0,0,2
145.4,1,40,2,38.0,1,24.0,1.0,5244.49,0,0,3
556.34,1,39,2,37.0,0,45.99999999999999,1.0,11935.14,0,0,3
34.31,1,30,0,24.0,3,251.0,1.0,1484.76,1,0,0
780.59,0,40,2,23.0,3,145.0,1.0,6513.34,1,1,3
282.65,1,13,0,35.0,0,161.0,1.0,13801.15,1,0,2
305.27,1,19,2,68.0,0,147.0,1.0,12958.65,2,0,2
185.81,1,2,2,32.0,0,116.00000000000001,1.0,9588.71,1,0,1
66.01,1,25,2,49.0,4,179.0,1.0,3475.99,0,0,0
447.95,1,40,1,29.0,1,75.0,1.0,7544.399999999999,1,0,3
279.3,1,28,0,19.0,3,48.0,1.0,1193.61,1,0,0
611.15,1,11,0,27.0,3,121.0,1.0,892.8299999999999,1,1,1
275.2,1,27,2,54.0,1,81.0,1.0,1230.12,0,0,0
427.79,1,38,1,18.0,3,189.0,1.0,1479.67,3,0,3
469.13,0,35,0,54.0,0,139.0,1.0,1265.28,0,0,3
102.81,1,39,1,76.0,2,47.0,1.0,3228.87,2,0,3
22.61,1,39,2,19.0,3,145.0,1.0,1111.67,1,0,3
68.28,1,4,2,56.0,1,293.0,1.0,3213.16,2,0,1
33.65,0,27,2,63.0,0,146.0,1.0,12719.93,2,0,0
362.68,0,24,0,63.0,2,137.0,1.0,2040.77,2,0,0
73.23,1,37,1,20.0,3,172.0,1.0,1309.85,1,0,3
654.49,0,2,2,25.0,3,104.0,1.0,164.61,1,1,1
18.56,0,22,1,49.0,1,161.0,1.0,4230.37,0,0,2
389.05,1,9,0,27.0,3,41.0,1.0,761.0,1,0,1
66.91,1,39,0,39.0,0,85.0,1.0,871.1,0,0,3
335.48,1,28,1,45.0,1,155.0,1.0,3023.16,0,0,0
38.14,1,0,2,19.0,3,174.0,1.0,1119.21,1,0,1
360.02,1,9,2,68.0,2,68.00000000000001,1.0,6400.59,2,0,1
567.71,1,22,2,63.0,0,80.0,1.0,13884.24,2,0,2
218.19,1,2,0,19.0,3,185.0,1.0,620.83,1,0,1
209.99,1,10,0,19.0,3,40.0,1.0,1938.0100000000002,1,0,1
11.02,1,40,1,19.0,3,280.0,1.0,964.79,1,0,3
83.43,1,27,2,56.0,2,109.0,1.0,1870.16,2,0,0
344.97,1,2,2,34.0,0,106.0,1.0,5577.94,1,0,1
172.29,1,12,0,36.0,1,283.0,1.0,8700.8,1,0,2
195.54,1,29,2,60.0,2,255.0,1.0,2794.66,2,0,0
101.23,1,7,2,45.0,1,87.0,1.0,6169.71,0,0,1
180.46,1,14,0,25.0,3,34.0,1.0,831.7499999999999,1,0,2
692.55,1,5,1,53.0,2,109.0,1.0,2451.56,0,1,1
147.31,0,23,2,34.0,0,91.99999999999999,1.0,13625.52,1,0,0
107.48,1,20,1,20.0,3,103.0,1.0,1379.39,1,0,2
81.51,1,42,1,25.0,3,97.0,1.0,865.4899999999999,1,0,3
365.48,0,39,2,76.0,2,215.99999999999997,1.0,7147.4,2,0,3
491.1,0,15,2,35.0,1,125.0,1.0,7833.85,1,0,2
452.8,1,20,1,80.0,2,151.0,1.0,4840.67,2,0,2
645.04,1,22,1,70.0,2,78.0,1.0,7361.47,2,1,2
169.28,1,30,1,45.0,0,114.0,1.0,5128.44,0,0,0
88.42,1,12,0,62.0,0,91.0,1.0,12381.45,2,0,2
155.53,1,3,0,29.0,1,66.0,1.0,4008.05,1,0,1
39.24,1,9,0,77.0,2,106.0,1.0,6462.41,2,0,1
78.77,0,19,0,48.0,1,50.00000000000001,1.0,6470.57,0,0,2
26.5,1,16,2,48.0,1,179.0,1.0,4854.83,0,0,2
83.62,1,33,0,48.0,0,146.0,1.0,12652.22,0,0,0
142.78,1,36,1,68.0,0,150.0,1.0,11705.88,2,0,3
55.99,1,12,0,35.0,0,95.0,1.0,932.61,1,0,2
774.48,1,21,1,61.0,0,30.999999999999996,1.0,11613.58,2,1,2
105.37,1,34,0,25.0,3,160.0,1.0,1068.55,1,0,3
118.83,1,41,2,28.0,3,295.0,1.0,1616.3,1,0,3
46.22,1,38,1,23.0,3,217.0,1.0,471.2799999999999,1,0,3
659.71,0,38,1,21.0,3,148.0,1.0,106.86,1,1,3
377.97,1,24,2,72.0,2,160.0,1.0,2457.1,2,0,0
114.1,1,4,1,69.0,2,148.0,1.0,5882.12,2,0,1
11.3,0,21,2,55.0,2,41.0,1.0,1938.99,0,0,2
95.5,1,29,2,57.0,2,17.0,1.0,4079.09,2,0,0
130.93,0,15,1,28.0,1,149.0,1.0,860.1199999999999,1,0,2
272.97,1,4,2,68.0,2,174.0,1.0,7811.310000000001,2,0,1
73.35,1,37,1,24.0,3,47.0,1.0,1181.84,1,0,3
29.94,1,37,0,58.0,0,243.0,1.0,10915.54,2,0,3
50.52,1,4,2,20.0,3,140.0,1.0,1121.19,1,0,1
820.46,0,13,2,53.0,1,243.0,1.0,5621.86,0,1,2
153.07,1,11,0,56.0,1,116.00000000000001,1.0,8873.43,2,0,1
52.94,1,40,1,41.0,0,146.0,1.0,6990.92,0,0,3
384.41,1,17,0,60.0,1,65.0,1.0,7831.56,2,0,2
235.42,1,31,1,51.0,2,175.0,1.0,6173.23,0,0,0
114.23,1,9,0,56.0,0,64.0,1.0,9523.72,2,0,1
12.62,1,12,1,33.0,0,61.00000000000001,1.0,6420.47,1,0,2
373.52,1,7,0,35.0,1,235.0,1.0,6430.41,1,0,1
336.05,1,35,1,28.0,3,164.0,1.0,1635.05,1,0,3
366.93,1,15,2,66.0,2,33.0,1.0,6697.79,2,0,2
112.27,1,39,1,58.0,0,102.0,1.0,7369.89,2,0,3
494.9599999999999,1,34,0,40.0,1,132.0,1.0,6903.68,0,0,3
561.58,1,34,2,65.0,0,22.999999999999996,1.0,11748.86,2,0,3
440.94,1,35,2,42.0,0,148.0,1.0,7303.23,0,0,3
71.9,1,20,1,29.0,0,51.00000000000001,1.0,10619.35,1,0,2
256.66,0,33,2,54.0,2,137.0,1.0,1794.5,0,0,0
166.55,0,15,1,59.0,0,99.0,1.0,12970.21,2,0,2
276.26,1,21,1,56.0,0,143.0,1.0,120.88999999999999,2,0,2
35.46,1,16,0,67.0,0,164.0,1.0,5692.31,2,0,2
38.14,1,32,1,50.0,1,165.0,1.0,9879.87,0,0,0
506.25999999999993,0,3,0,64.0,2,86.0,1.0,6266.65,2,0,1
736.32,1,16,2,31.0,0,28.0,1.0,14268.95,1,1,2
389.43,0,2,0,52.0,1,151.0,1.0,6449.83,0,0,1
25.58,1,29,0,60.0,1,166.0,1.0,6741.41,2,0,0
446.1,1,39,0,25.0,3,243.0,1.0,1008.44,1,0,3
147.74,1,33,1,23.0,3,15.0,1.0,1711.78,1,0,0
46.23,1,14,2,77.0,2,282.0,1.0,5107.75,2,0,2
265.37,1,42,1,33.0,1,77.0,1.0,5229.95,1,0,3
342.57,1,4,2,20.0,3,91.0,1.0,339.16,1,0,1
417.26,0,27,2,32.0,0,45.0,1.0,10442.48,1,0,0
33.63,1,8,2,63.0,2,75.99999999999999,1.0,4324.4,2,0,1
64.58,1,12,1,55.0,2,173.0,1.0,6292.29,0,0,2
23.23,0,24,1,21.0,3,122.0,1.0,269.01,1,0,0
285.49,0,5,1,53.0,0,109.0,1.0,6366.84,0,0,1
71.87,1,26,0,22.0,3,258.0,1.0,1839.1,1,0,0
308.8,1,3,0,53.0,2,41.0,1.0,3966.5399999999995,0,0,1
288.43,1,31,1,66.0,2,72.0,1.0,4577.09,2,0,0
147.46,0,0,2,65.0,0,205.0,1.0,7458.029999999999,2,0,1
214.15,1,43,1,32.0,1,217.0,1.0,6397.29,1,0,3
170.36,1,16,0,30.0,0,118.0,1.0,6034.73,1,0,2
736.53,1,30,0,55.0,1,120.0,1.0,9826.26,0,1,0
213.42,1,8,0,45.0,1,17.0,1.0,3736.3800000000006,0,0,1
94.09,1,24,1,27.0,3,203.0,1.0,646.8499999999999,1,0,0
91.23,2,4,0,72.0,2,86.0,1.0,6385.12,2,0,1
263.92,0,36,1,57.0,2,233.0,1.0,4161.71,2,0,3
77.5,0,13,2,51.0,0,201.0,1.0,11079.77,0,0,2
3.65,1,24,2,69.0,0,146.0,1.0,10017.11,2,0,0
43.88,0,39,2,26.0,3,251.0,1.0,1644.09,1,0,3
224.79,1,4,2,18.0,3,129.0,1.0,528.38,3,0,1
64.3,1,21,0,55.0,2,67.0,1.0,7530.299999999999,0,0,2
111.79,1,17,2,62.0,0,49.0,1.0,10887.59,2,0,2
613.7,0,13,1,61.0,2,37.0,1.0,7307.11,2,1,2
170.45,1,37,1,60.0,1,199.0,1.0,2284.41,2,0,3
344.27,1,35,1,22.0,3,123.0,1.0,1918.3600000000001,1,0,3
872.72,1,42,2,22.0,3,288.0,1.0,503.01,1,1,3
292.95,1,22,1,37.0,1,56.0,1.0,1216.91,0,0,2
28.44,1,14,0,18.0,3,243.0,1.0,1071.04,3,0,2
209.02,1,12,0,21.0,3,74.0,1.0,187.9,1,0,2
20.05,1,6,0,72.0,2,171.0,1.0,7145.67,2,0,1
175.02,1,31,2,28.0,3,71.0,1.0,1493.88,1,0,0
89.5,0,21,1,41.0,1,134.0,1.0,8658.95,0,0,2
69.96,1,3,1,28.0,3,30.999999999999996,1.0,164.12,1,0,1
376.78,0,26,2,21.0,3,88.0,1.0,841.6499999999999,1,0,0
148.54,0,8,1,71.0,2,107.0,1.0,5677.05,2,0,1
388.77,0,17,2,26.0,3,30.0,1.0,1658.49,1,0,2
100.38,1,39,1,63.0,0,49.0,1.0,10171.68,2,0,3
137.23,1,14,1,64.0,0,63.0,1.0,13847.99,2,0,2
870.3,1,38,0,51.0,2,229.0,1.0,3688.98,0,1,3
458.94,1,11,1,52.0,1,180.0,1.0,5619.95,0,0,1
327.35,0,22,1,20.0,3,175.0,1.0,342.08,1,0,2
757.15,1,33,2,53.0,1,37.99999999999999,1.0,4702.86,0,1,0
47.23,0,22,2,73.0,2,160.0,1.0,6659.81,2,0,2
239.41,0,43,2,42.0,0,247.99999999999997,1.0,7860.65,0,0,3
170.97,1,26,1,26.0,3,292.0,1.0,1265.27,1,0,0
659.15,1,4,0,22.0,3,204.0,1.0,1241.59,1,1,1
31.53,1,18,2,25.0,3,283.0,1.0,874.93,1,0,2
111.66,0,43,2,48.0,1,140.0,1.0,5716.72,0,0,3
250.01,1,18,0,62.0,2,88.0,1.0,1541.48,2,0,2
554.15,1,33,0,49.0,0,107.99999999999999,1.0,14817.22,0,0,0
598.66,2,5,1,32.0,1,222.0,1.0,2587.11,1,1,1
28.38,1,34,1,55.0,0,98.0,1.0,173.7,0,0,3
16.8,1,36,0,49.0,0,94.0,1.0,11847.07,0,0,3
896.79,1,9,2,33.0,0,168.00000000000003,1.0,11146.74,1,1,1
159.0,1,19,0,49.0,1,37.99999999999999,1.0,369.79,0,0,2
56.31,0,15,2,75.0,2,195.0,1.0,6396.08,2,0,2
203.99,1,30,2,52.0,2,215.0,1.0,4840.31,0,0,0
50.99,1,11,1,29.0,0,75.99999999999999,1.0,1334.6,1,0,1
101.28,0,6,2,32.0,1,75.0,1.0,2774.35,1,0,1
299.92,1,10,0,27.0,3,122.0,1.0,1368.0,1,0,1
77.54,1,31,2,67.0,2,73.0,1.0,4536.38,2,0,0
18.35,1,26,1,21.0,3,78.0,1.0,1293.39,1,0,0
732.53,0,38,0,26.0,3,116.00000000000001,1.0,441.54,1,1,3
65.11,1,26,0,34.0,1,150.0,1.0,8485.14,1,0,0
67.07,0,20,0,24.0,3,56.0,1.0,999.6200000000001,1,0,2
137.48,1,39,1,55.0,0,47.0,1.0,14273.42,0,0,3
398.36,1,8,0,22.0,3,56.0,1.0,1863.7,1,0,1
469.46,1,27,0,20.0,3,149.0,1.0,8640.56,1,0,0
37.58,1,16,0,57.0,0,182.0,1.0,259.44,2,0,2
160.24,1,42,0,31.0,1,15.0,1.0,5526.97,1,0,3
315.39,0,27,1,23.0,3,93.0,1.0,929.6,1,0,0
165.91,1,17,0,26.0,3,84.00000000000001,1.0,587.1199999999999,1,0,2
211.36,1,37,1,47.0,1,194.0,1.0,4760.34,0,0,3
241.45000000000002,1,32,2,26.0,3,158.0,1.0,1594.04,1,0,0
23.24,1,16,1,68.0,0,129.0,1.0,13777.79,2,0,2
70.88,0,29,1,74.0,2,176.0,1.0,1794.65,2,0,0
314.52,1,22,0,80.0,2,229.0,1.0,7071.32,2,0,2
181.81,0,2,2,78.0,2,122.0,1.0,7525.7300000000005,2,0,1
854.64,1,13,1,56.0,2,118.0,1.0,2989.25,2,1,2
261.19,1,28,0,64.0,2,52.00000000000001,1.0,7620.6,2,0,0
220.68,0,33,2,71.0,2,217.0,1.0,5549.2,2,0,0
11.86,1,34,1,31.0,1,129.0,1.0,6782.61,1,0,3
122.65000000000002,1,8,2,28.0,3,41.0,1.0,1968.51,1,0,1
395.16,1,25,2,56.0,2,17.0,1.0,5340.73,2,0,0
704.69,1,19,2,51.0,2,150.0,1.0,3267.84,0,1,2
369.89,1,35,0,69.0,2,69.00000000000001,1.0,6941.47,2,0,3
10.92,1,17,0,67.0,2,268.0,1.0,7567.2,2,0,2
199.14,1,39,1,31.0,1,36.0,1.0,7001.25,1,0,3
109.43,1,10,3,70.0,2,140.0,1.0,1983.65,2,0,1
304.15,1,1,1,20.0,3,40.0,1.0,686.9099999999999,1,0,1
620.54,0,29,1,28.0,3,98.0,1.0,213.36,1,1,0
757.79,1,5,2,22.0,3,117.0,1.0,1443.02,1,1,1
122.81,1,38,1,52.0,0,12.0,1.0,8450.84,0,0,3
96.25,1,15,2,61.0,2,171.0,1.0,7996.699999999999,2,0,2
142.55,1,18,2,67.0,0,97.0,1.0,1262.68,2,0,2
35.94,0,14,1,23.0,3,141.0,1.0,1697.28,1,0,2
24.86,1,17,1,58.0,1,292.0,1.0,2591.65,2,0,2
103.08,1,37,2,60.0,0,109.0,1.0,12002.16,2,0,3
116.27,1,32,2,57.0,1,94.0,1.0,8726.92,2,0,0
50.9,0,17,2,28.0,3,150.0,1.0,1277.7,1,0,2
206.84,1,30,1,20.0,3,154.0,1.0,454.66,1,0,0
37.4,1,33,0,20.0,3,84.00000000000001,1.0,1519.51,1,0,0
154.21,1,24,2,46.0,1,75.0,1.0,8045.77,0,0,0
199.37,1,6,2,24.0,3,79.0,1.0,1331.3,1,0,1
18.23,1,26,0,56.0,1,28.0,1.0,8422.2,2,0,0
398.7,1,0,0,47.0,0,276.0,1.0,7987.740000000001,0,0,1
378.2,1,23,1,40.0,1,167.0,1.0,7372.81,0,0,0
124.74,1,20,0,49.0,1,33.0,1.0,2987.97,0,0,2
17.1,1,0,0,53.0,2,101.0,1.0,1619.54,0,0,1
287.05,1,25,0,22.0,3,212.0,1.0,1204.65,1,0,0
874.72,1,37,2,28.0,1,173.0,1.0,4630.58,1,1,3
40.12,0,9,0,36.0,0,269.0,1.0,14304.38,1,0,1
125.00000000000001,0,16,2,49.0,1,177.0,1.0,3215.76,0,0,2
348.44,1,3,2,24.0,3,147.0,1.0,1022.94,1,0,1
128.4,1,40,0,69.0,2,30.999999999999996,1.0,2610.64,2,0,3
320.93,1,1,2,55.0,1,178.0,1.0,9451.66,0,0,1
1.41,1,34,0,53.0,2,278.0,1.0,1244.17,0,0,3
50.52,1,20,1,54.0,0,293.0,1.0,12815.24,0,0,2
383.95,0,36,2,31.0,1,143.0,1.0,9933.56,1,0,3
12.94,1,14,1,23.0,3,158.0,1.0,921.23,1,0,2
329.75,1,34,2,56.0,2,211.0,1.0,6009.43,2,0,3
40.79,1,25,0,18.0,3,80.0,1.0,1769.33,3,0,0
99.25,0,31,2,63.0,2,93.0,1.0,2570.34,2,0,0
150.6,1,24,0,69.0,2,59.00000000000001,1.0,3240.14,2,0,0
29.5,1,35,2,73.0,2,129.0,1.0,1229.32,2,0,3
54.34,1,0,0,65.0,0,45.99999999999999,1.0,8019.890000000001,2,0,1
18.25,1,18,0,53.0,0,18.0,1.0,14328.29,0,0,2
633.87,1,18,2,27.0,3,175.0,1.0,330.16,1,1,2
81.15,1,24,0,19.0,3,114.0,1.0,1595.26,1,0,0
83.95,1,27,2,75.0,2,170.0,1.0,7413.18,2,0,0
410.4,0,41,0,61.0,2,78.0,1.0,2563.91,2,0,3
172.68,1,3,0,33.0,0,17.0,1.0,10724.95,1,0,1
139.88,1,7,0,34.0,1,162.0,1.0,2969.71,1,0,1
165.55,1,9,1,28.0,3,115.0,1.0,761.7799999999999,1,0,1
285.69,1,24,0,63.0,2,35.0,1.0,2552.54,2,0,0
532.4,1,17,0,22.0,3,149.0,1.0,1033.73,1,0,2
293.85,1,5,2,25.0,3,144.0,1.0,1919.97,1,0,1
27.94,1,1,1,79.0,2,120.0,1.0,1893.4399999999998,2,0,1
270.36,1,28,0,25.0,3,37.0,1.0,1783.04,1,0,0
506.03000000000003,1,11,1,21.0,3,21.000000000000004,1.0,1123.89,1,0,1
206.95,1,39,1,22.0,3,30.999999999999996,1.0,1817.65,1,0,3
350.96,1,40,0,63.0,2,167.0,1.0,5463.94,2,0,3
261.63,1,6,1,20.0,3,150.0,1.0,477.03,1,0,1
46.12,1,14,1,59.0,0,30.0,1.0,8874.01,2,0,2
27.25,0,18,1,63.0,2,91.99999999999999,1.0,5365.2,2,0,2
331.66,1,19,0,76.0,2,145.0,1.0,7216.3,2,0,2
667.95,0,28,0,62.0,0,253.0,1.0,13558.56,2,1,0
49.84,1,6,0,49.0,0,146.0,1.0,7872.04,0,0,1
556.04,1,10,0,72.0,2,26.999999999999996,1.0,5200.04,2,0,1
88.06,0,33,2,18.0,3,288.0,1.0,1779.85,3,0,0
745.95,1,22,0,58.0,0,127.0,1.0,13264.14,2,1,2
67.25,1,24,2,19.0,3,157.0,1.0,467.4,1,0,0
93.63,1,27,0,29.0,1,141.0,1.0,9873.62,1,0,0
74.11,1,38,1,22.0,4,49.0,1.0,1257.9,1,0,3
41.13,0,30,1,77.0,2,58.00000000000001,1.0,6067.54,2,0,0
192.02,0,16,2,79.0,2,154.0,1.0,5169.07,2,0,2
291.27,1,11,1,77.0,2,121.0,1.0,6878.86,2,0,1
296.46,2,9,1,23.0,3,136.0,1.0,558.99,1,0,1
341.84,0,12,1,27.0,3,89.0,1.0,1400.04,1,0,2
98.41,1,34,2,27.0,3,48.0,1.0,912.7099999999999,1,0,3
27.51,0,8,2,40.0,0,103.0,1.0,13645.63,0,0,1
207.71,0,18,2,25.0,4,63.0,1.0,570.0999999999999,1,0,2
25.77,0,36,2,45.0,0,277.0,1.0,11749.77,0,0,3
127.56999999999998,1,26,0,52.0,2,75.0,1.0,6118.2,0,0,0
392.05,1,10,0,60.0,1,172.0,1.0,4383.69,2,0,1
521.01,0,39,1,41.0,1,73.0,1.0,4004.55,0,0,3
849.76,1,39,0,25.0,3,269.0,1.0,373.88,1,1,3
172.5,1,8,2,68.0,0,30.999999999999996,1.0,6851.16,2,0,1
152.34,1,29,1,55.0,0,115.0,1.0,6853.51,0,0,0
21.13,1,9,1,28.0,3,153.0,1.0,948.7,1,0,1
111.55,1,10,0,46.0,0,101.0,1.0,12221.17,0,0,1
321.82,0,33,1,32.0,1,43.0,1.0,6500.5,1,0,0
148.77,1,38,1,67.0,2,175.0,1.0,2138.42,2,0,3
14.08,1,43,1,57.0,2,154.0,1.0,3908.6499999999996,2,0,3
566.33,0,5,0,24.0,3,66.0,1.0,379.82,1,0,1
206.51,2,16,0,51.0,2,275.0,1.0,3921.74,0,0,2
180.94,1,33,1,75.0,2,57.0,1.0,7659.990000000001,2,0,0
77.9,1,42,1,21.0,3,128.0,1.0,664.7199999999999,1,0,3
318.92,0,42,1,21.0,3,60.00000000000001,1.0,1167.25,1,0,3
583.3,0,26,2,59.0,1,142.0,1.0,5896.01,2,1,0
100.68,1,22,2,63.0,2,139.0,1.0,1123.75,2,0,2
589.64,1,5,2,62.0,2,210.0,1.0,2039.4,2,1,1
225.93,0,29,1,25.0,3,199.0,1.0,1864.27,1,0,0
651.55,1,31,2,72.0,2,82.0,1.0,2325.78,2,1,0
80.97,1,39,2,38.0,0,157.0,1.0,5926.31,0,0,3
191.89,1,35,1,25.0,3,14.0,1.0,399.57,1,0,3
304.75,0,2,1,78.0,2,125.0,1.0,1916.34,2,0,1
201.53,1,40,2,68.0,2,287.0,1.0,2732.86,2,0,3
8.45,1,30,0,22.0,3,141.0,1.0,1115.3,1,0,0
435.98,1,23,1,30.0,1,105.0,1.0,7334.08,1,0,0
743.24,0,16,2,19.0,3,109.0,1.0,1024.19,1,1,2
16.27,1,1,0,57.0,0,44.0,1.0,10971.32,2,0,1
290.86,1,21,2,45.0,0,36.0,1.0,14631.88,0,0,2
85.73,1,41,0,41.0,0,266.0,1.0,14928.35,0,0,3
555.71,0,4,1,22.0,3,73.0,1.0,830.3699999999999,1,0,1
40.03,1,29,1,23.0,3,200.00000000000003,1.0,6408.8,1,0,0
73.01,0,25,2,25.0,3,61.99999999999999,1.0,1997.3299999999997,1,0,0
346.12,1,37,1,44.0,0,12.0,1.0,13084.27,0,0,3
252.92999999999998,1,32,0,75.0,2,222.0,1.0,2760.37,2,0,0
58.7,1,27,3,67.0,0,141.0,1.0,8937.35,2,0,0
7.5600000000000005,1,25,0,40.0,0,145.0,1.0,8528.72,0,0,0
540.4,1,15,1,45.0,0,272.0,1.0,425.77,0,0,2
264.14,1,3,0,64.0,0,125.0,1.0,8459.26,2,0,1
248.15000000000003,1,25,0,75.0,2,202.0,1.0,2649.23,2,0,0
24.34,1,33,1,54.0,1,110.0,1.0,6659.12,0,0,0
428.61,1,13,0,66.0,0,61.99999999999999,1.0,11937.04,2,0,2
117.66,0,22,1,39.0,0,126.0,1.0,6794.17,0,0,2
165.8,1,26,2,60.0,1,287.0,1.0,2064.76,2,0,0
289.18,1,3,0,65.0,2,64.0,1.0,3139.75,2,0,1
125.38999999999999,1,20,0,21.0,3,140.0,1.0,202.69,1,0,2
305.18,1,6,2,58.0,2,215.99999999999997,1.0,4474.2,2,0,1
506.90000000000003,0,15,1,64.0,0,56.0,1.0,11471.87,2,0,2
504.11999999999995,0,3,1,25.0,3,101.0,1.0,1107.28,1,0,1
42.09,1,10,1,29.0,1,118.0,1.0,5526.28,1,0,1
607.28,1,3,0,32.0,0,84.00000000000001,1.0,9679.68,1,1,1
91.9,1,6,2,77.0,2,125.0,1.0,1033.94,2,0,1
303.43,1,41,1,22.0,3,30.0,1.0,1833.24,1,0,3
668.78,1,23,0,20.0,3,141.0,1.0,983.6799999999998,1,1,0
270.54,0,34,0,20.0,3,139.0,1.0,269.78,1,0,3
247.93,1,16,1,37.0,1,79.0,1.0,9801.48,0,0,2
34.67,1,6,2,19.0,3,71.0,1.0,888.6,1,0,1
326.03,0,27,2,18.0,3,137.0,1.0,290.24,3,0,0
148.26,1,29,0,25.0,3,57.0,1.0,958.7,1,0,0
373.99,1,34,0,60.0,0,140.0,1.0,8590.5,2,0,3
819.48,1,41,0,25.0,3,26.0,1.0,1804.5,1,1,3
14.0,1,35,0,49.0,1,173.0,1.0,7975.179999999999,0,0,3
57.16,1,8,0,40.0,1,74.0,1.0,222.22,0,0,1
282.26,1,22,2,37.0,1,278.0,1.0,6857.2,0,0,2
473.2,1,15,2,34.0,0,173.0,1.0,248.52,1,0,2
192.97,1,34,0,59.0,2,140.0,1.0,3019.04,2,0,3
168.99,1,3,0,18.0,3,203.0,1.0,1523.57,3,0,1
1.8200000000000003,1,37,2,80.0,2,60.00000000000001,1.0,5571.39,2,0,3
40.9,1,5,0,55.0,0,37.0,1.0,1514.34,0,0,1
78.91,1,34,2,61.0,0,157.0,1.0,1817.43,2,0,3
169.97,0,36,0,22.0,3,12.0,1.0,6269.12,1,0,3
486.61,0,34,0,48.0,1,130.0,1.0,2006.69,0,0,3
148.13,1,31,1,58.0,2,56.0,1.0,2189.38,2,0,0
164.52,1,9,0,61.0,0,162.0,1.0,11036.74,2,0,1
720.89,1,16,0,27.0,3,120.0,1.0,447.06,1,1,2
268.7,1,25,0,53.0,2,63.0,1.0,2104.74,0,0,0
